지점,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),이슬점온도(°C),현지기압(hPa),시정(10m)
133,2017-09-18 16:00,25.9,,1.8,54,15.8,1000.1,2000
133,2017-09-18 17:00,25,,1.8,56,15.6,1000.1,2000
133,2017-09-18 18:00,24,,1.7,61,16,1000.4,2000
133,2017-09-18 19:00,22.6,,1.3,69,16.6,1000.7,2000
133,2017-09-18 20:00,21.6,,1.7,78,17.5,1001.5,2000
133,2017-09-18 21:00,20.9,,1.2,82,17.7,1002,2000
133,2017-09-18 22:00,20.2,,1.6,84,17.4,1002.2,2000
133,2017-09-18 23:00,19.9,,1.8,87,17.6,1002.2,2000
133,2017-09-19 00:00,19.5,,1.5,90,17.8,1002.5,1571
133,2017-09-19 01:00,19.3,,1.5,90,17.6,1002.5,1500
133,2017-09-19 02:00,18.7,,.8,92,17.3,1002.6,1539
133,2017-09-19 03:00,18.5,,.8,93,17.3,1002.3,1534
133,2017-09-19 04:00,18.6,,.2,92,17.2,1002.3,1950
133,2017-09-19 05:00,18.2,,.1,93,17,1002.6,1438
133,2017-09-19 06:00,18,,.7,95,17.1,1002.8,1510
133,2017-09-19 07:00,18.2,,.7,95,17.3,1003.4,1206
133,2017-09-19 08:00,18.9,,.2,94,17.9,1003.5,1290
133,2017-09-19 09:00,21.9,,2.7,89,19.9,1003.6,274
133,2017-09-19 10:00,23.7,,3,82,20.4,1003.5,306
133,2017-09-19 11:00,24.5,,3.3,77,20.1,1003.3,324
133,2017-09-19 12:00,25.6,,2.6,73,20.3,1002.7,375
133,2017-09-19 13:00,26.4,,3.2,74,21.3,1001.8,438
133,2017-09-19 14:00,26,.5,2,79,22,1001.2,372
133,2017-09-19 15:00,27.1,,2.8,69,20.9,1000.8,674
133,2017-09-19 16:00,26.9,,2.4,68,20.4,1000.8,694
133,2017-09-19 17:00,26.2,,2.6,69,20,1000.9,647
133,2017-09-19 18:00,25.3,,2.6,75,20.5,1000.9,525
133,2017-09-19 19:00,24.1,,3,79,20.2,1001.3,466
133,2017-09-19 20:00,23.6,,2.8,77,19.3,1002.1,528
133,2017-09-19 21:00,23.3,,2.1,77,19,1002.3,588
133,2017-09-19 22:00,23,,2.2,82,19.7,1002.7,456
133,2017-09-19 23:00,23.1,,3.3,84,20.2,1002.5,390
133,2017-09-20 00:00,22.9,,4.2,87,20.6,1002.3,354
133,2017-09-20 01:00,22.6,.2,2.9,91,21,1002.1,507
133,2017-09-20 02:00,22.2,.5,1.3,93,21,1002.3,215
133,2017-09-20 03:00,21.6,,1.7,89,19.7,1002.5,361
133,2017-09-20 04:00,20.8,,2.2,89,18.9,1002.8,434
133,2017-09-20 05:00,19.4,,.6,86,16.9,1003.6,743
133,2017-09-20 06:00,18.1,,.7,82,14.9,1003.5,1479
133,2017-09-20 07:00,17.2,,1.6,88,15.1,1003.9,1299
133,2017-09-20 08:00,18.7,,1.9,78,14.7,1004.5,1976
133,2017-09-20 09:00,18.7,,2.7,60,10.7,1004.9,2000
133,2017-09-20 10:00,19.4,,2,54,9.8,1005.5,2000
133,2017-09-20 11:00,21.1,,1.5,47,9.3,1005.7,2000
133,2017-09-20 12:00,22.3,,1.6,47,10.4,1005.4,2000
133,2017-09-20 13:00,23.2,,2.5,44,10.2,1004.9,2000
133,2017-09-20 14:00,24,,2.4,42,10.2,1004.3,2000
133,2017-09-20 15:00,24.7,,1.5,39,9.8,1003.7,2000
133,2017-09-20 16:00,24.8,,1.1,39,9.8,1003.8,2000
133,2017-09-20 17:00,24.4,,1.9,43,11,1004.1,2000
133,2017-09-20 18:00,21.6,,2.1,55,12.1,1004.8,2000
133,2017-09-20 19:00,19.6,,1.6,62,12.1,1005,2000
133,2017-09-20 20:00,18.3,,.7,68,12.2,1005.8,2000
133,2017-09-20 21:00,17.7,,.8,70,12.1,1006.5,2000
133,2017-09-20 22:00,17,,.8,77,12.9,1006.8,2000
133,2017-09-20 23:00,16.2,,1.6,81,12.9,1007,2000
133,2017-09-21 00:00,15.4,,1.2,85,12.8,1006.9,2000
133,2017-09-21 01:00,14.6,,.9,89,12.8,1007,2000
133,2017-09-21 02:00,14,,.9,91,12.5,1007,2000
133,2017-09-21 03:00,13.6,,1.3,93,12.4,1007,2000
133,2017-09-21 04:00,13.2,,.8,94,12.2,1006.9,2000
133,2017-09-21 05:00,12.9,,1.3,95,12.1,1007.1,2000
133,2017-09-21 06:00,12.4,,1.1,96,11.7,1007.4,2000
133,2017-09-21 07:00,12.4,,.7,96,11.7,1007.6,2000
133,2017-09-21 08:00,14.3,,.4,91,12.8,1007.8,2000
133,2017-09-21 09:00,17,,.9,81,13.7,1008,2000
133,2017-09-21 10:00,19.6,,1.4,72,14.4,1007.8,2000
133,2017-09-21 11:00,21.4,,1.3,66,14.7,1007.3,2000
133,2017-09-21 12:00,22.5,,1.4,56,13.2,1006.7,2000
133,2017-09-21 13:00,24.3,,1.7,49,12.8,1005.9,2000
133,2017-09-21 14:00,25,,1.6,46,12.5,1005.4,2000
133,2017-09-21 15:00,25.3,,1.1,42,11.4,1005,2000
133,2017-09-21 16:00,25.4,,.8,45,12.5,1004.7,2000
133,2017-09-21 17:00,25.5,,.6,49,13.9,1004.8,2000
133,2017-09-21 18:00,22.8,,1.1,59,14.3,1005,2000
133,2017-09-21 19:00,21.1,,1.1,67,14.7,1004.7,1890
133,2017-09-21 20:00,19.8,,1,73,14.8,1005.1,2000
133,2017-09-21 21:00,19.1,,1.4,76,14.7,1005.9,2000
133,2017-09-21 22:00,18,,.7,81,14.6,1005.8,2000
133,2017-09-21 23:00,17.5,,.9,84,14.7,1005.9,2000
133,2017-09-22 00:00,16.8,,.9,87,14.6,1005.8,1966
133,2017-09-22 01:00,16.7,,1.1,88,14.6,1005.9,2000
133,2017-09-22 02:00,16.1,,.3,89,14.2,1005.7,2000
133,2017-09-22 03:00,15.7,,1.4,91,14.2,1005.4,2000
133,2017-09-22 04:00,15.2,,0,93,14,1005.5,2000
133,2017-09-22 05:00,15.1,,.7,94,14.1,1005.5,1841
133,2017-09-22 06:00,14.6,,.9,95,13.8,1005.2,1592
133,2017-09-22 07:00,14.5,,.4,96,13.8,1005.7,1423
133,2017-09-22 08:00,16.2,,.7,91,14.7,1006.2,1950
133,2017-09-22 09:00,18.7,,.2,81,15.3,1006.3,2000
133,2017-09-22 10:00,21.6,,1.2,71,16.1,1006.5,2000
133,2017-09-22 11:00,22.7,,1.3,64,15.5,1006,2000
133,2017-09-22 12:00,24.7,,2.1,53,14.4,1005.5,2000
133,2017-09-22 13:00,25.1,,.6,52,14.5,1004.8,2000
133,2017-09-22 14:00,26,,1.6,48,14.1,1004.4,2000
133,2017-09-22 15:00,25.7,,1,53,15.3,1004.1,2000
133,2017-09-22 16:00,26.3,,1.3,48,14.4,1003.6,2000
133,2017-09-22 17:00,25.8,,1.4,50,14.5,1003.6,2000
133,2017-09-22 18:00,24.2,,1.3,56,14.8,1003.6,2000
133,2017-09-22 19:00,22.8,,1.6,65,15.8,1004.1,2000
133,2017-09-22 20:00,21.6,,1,73,16.5,1005,2000
133,2017-09-22 21:00,20.5,,.8,77,16.3,1005.6,2000
133,2017-09-22 22:00,20,,1,77,15.8,1006,2000
133,2017-09-22 23:00,18.7,,1.4,85,16.1,1006.7,1775
133,2017-09-23 00:00,17.6,,1.5,89,15.7,1007.1,1492
133,2017-09-23 01:00,17.1,,1.5,91,15.6,1007,1247
133,2017-09-23 02:00,16.4,,1.2,93,15.2,1007.5,1196
133,2017-09-23 03:00,16.1,,.5,94,15.1,1007.8,1140
133,2017-09-23 04:00,15.9,,.8,95,15,1007.6,886
133,2017-09-23 05:00,15.7,,1,96,15,1007.7,1065
133,2017-09-23 06:00,15.6,,.9,96,14.9,1008.2,952
133,2017-09-23 07:00,15.9,,1.1,96,15.2,1008.4,784
133,2017-09-23 08:00,16.7,,.2,93,15.5,1008.9,1083
133,2017-09-23 09:00,18.3,,0,90,16.6,1009,947
133,2017-09-23 10:00,19.9,,.6,83,16.9,1009.4,1024
133,2017-09-23 11:00,21.4,,2,74,16.5,1009.4,1852
133,2017-09-23 12:00,22.9,,.7,70,17.1,1008.8,2000
133,2017-09-23 13:00,24.5,,.8,70,18.6,1008.1,2000
133,2017-09-23 14:00,25.2,,.5,69,19.1,1007.6,1821
133,2017-09-23 15:00,25.6,,.6,67,19,1007.4,1482
133,2017-09-23 16:00,26,,.9,67,19.3,1007.3,1296
133,2017-09-23 17:00,24.7,,.6,68,18.3,1007.5,1305
133,2017-09-23 18:00,24.2,,.7,73,19,1007.7,1170
133,2017-09-23 19:00,23.3,,1.3,77,19,1008,928
133,2017-09-23 20:00,21.9,,.8,86,19.4,1008.3,831
133,2017-09-23 21:00,21,,.3,90,19.2,1008.6,684
133,2017-09-23 22:00,20.2,,.9,93,19,1008.4,633
133,2017-09-23 23:00,19.7,,.7,94,18.7,1008.6,454
133,2017-09-24 00:00,19.7,,.2,95,18.8,1008.8,369
133,2017-09-24 01:00,19.6,,.4,96,18.9,1008.4,311
133,2017-09-24 02:00,19.1,,0,97,18.6,1008.3,313
133,2017-09-24 03:00,18.9,,.1,97,18.4,1008.4,266
133,2017-09-24 04:00,18.9,,0,98,18.5,1008.4,292
133,2017-09-24 05:00,19.3,,1.7,98,18.9,1008.2,269
133,2017-09-24 06:00,19.7,,.7,97,19.2,1008.2,269
133,2017-09-24 07:00,19.5,,.2,96,18.8,1008.4,315
133,2017-09-24 08:00,19.5,,.6,93,18.3,1009.2,438
133,2017-09-24 09:00,20.5,,.3,89,18.6,1009.1,576
133,2017-09-24 10:00,22.7,,1.5,81,19.2,1009.2,836
133,2017-09-24 11:00,24.2,,1.3,78,20.1,1008.9,757
133,2017-09-24 12:00,24.1,0,2.3,78,20,1008.4,590
133,2017-09-24 13:00,26.5,0,2.4,66,19.6,1007.2,792
133,2017-09-24 14:00,26.8,,3,65,19.6,1006.5,776
133,2017-09-24 15:00,26.8,,2.8,64,19.4,1005.6,850
133,2017-09-24 16:00,26.9,,1.9,63,19.2,1005.2,901
133,2017-09-24 17:00,26.8,,1.6,64,19.4,1006,917
133,2017-09-24 18:00,25.4,,.7,73,20.2,1006.4,831
133,2017-09-24 19:00,24.1,,1.1,80,20.4,1006.6,688
133,2017-09-24 20:00,23.2,,1.1,86,20.7,1007.6,544
133,2017-09-24 21:00,22.5,,1.5,89,20.5,1008.5,415
133,2017-09-24 22:00,22.4,,2.2,91,20.8,1008.4,295
133,2017-09-24 23:00,21.9,,.7,92,20.5,1008.7,253
133,2017-09-25 00:00,21.3,,.2,93,20.1,1008.1,243
133,2017-09-25 01:00,20.9,,1.4,95,20,1007.4,193
133,2017-09-25 02:00,20.5,,1,97,20,1007.2,165
133,2017-09-25 03:00,19.8,,.4,98,19.4,1007.2,114
133,2017-09-25 04:00,19.3,,.5,98,18.9,1007.5,117
133,2017-09-25 05:00,19.3,,.6,98,18.9,1007.9,110
133,2017-09-25 06:00,19.6,,.6,98,19.2,1008.1,103
133,2017-09-25 07:00,19.8,,.7,98,19.4,1008.4,103
133,2017-09-25 08:00,20.1,,.1,98,19.7,1008.6,134
133,2017-09-25 09:00,21.3,,1,93,20.1,1008.5,235
133,2017-09-25 10:00,23.5,,.9,82,20.2,1008.1,360
133,2017-09-25 11:00,25.3,,.7,75,20.5,1007.8,512
133,2017-09-25 12:00,26.3,,1,65,19.1,1007.2,864
133,2017-09-25 13:00,27.3,,1.1,62,19.3,1006.3,909
133,2017-09-25 14:00,28.5,,3.3,56,18.8,1005.5,1431
133,2017-09-25 15:00,28.8,,2.2,50,17.3,1005.2,1579
133,2017-09-25 16:00,28.1,,2.4,54,17.9,1004.9,1606
133,2017-09-25 17:00,27.6,,1.6,55,17.7,1005,1564
133,2017-09-25 18:00,25.9,,1.5,68,19.5,1005.3,1027
133,2017-09-25 19:00,24.4,,1.4,72,19,1005.3,967
133,2017-09-25 20:00,23.5,,.7,78,19.4,1006.1,835
133,2017-09-25 21:00,22.7,,1.4,82,19.4,1006.4,744
133,2017-09-25 22:00,21.9,,.1,85,19.2,1006.4,668
133,2017-09-25 23:00,21.1,,1,89,19.2,1006.3,606
133,2017-09-26 00:00,20.5,,1.3,90,18.7,1006,610
133,2017-09-26 01:00,19.9,,.8,92,18.5,1006,577
133,2017-09-26 02:00,19.5,,.8,93,18.3,1006.1,625
133,2017-09-26 03:00,19.1,,.5,93,17.9,1005.9,591
133,2017-09-26 04:00,18.6,,.2,92,17.2,1006.2,602
133,2017-09-26 05:00,18.1,,.7,93,16.9,1006,632
133,2017-09-26 06:00,17.7,,1.2,94,16.7,1005.8,619
133,2017-09-26 07:00,17.3,,.4,95,16.4,1006.3,524
133,2017-09-26 08:00,18.9,,.8,90,17.2,1006.6,863
133,2017-09-26 09:00,21.8,,2.6,76,17.3,1006.5,1241
133,2017-09-26 10:00,24.1,,3.8,67,17.5,1006.4,1697
133,2017-09-26 11:00,25.7,,2.8,63,18.1,1005.6,1890
133,2017-09-26 12:00,27.3,,3.6,56,17.7,1004.8,2000
133,2017-09-26 13:00,27.9,,3.1,54,17.7,1003.8,2000
133,2017-09-26 14:00,29.1,,1.3,47,16.6,1003.3,2000
133,2017-09-26 15:00,28.8,,3.3,52,17.9,1002.2,2000
133,2017-09-26 16:00,28.8,,1.9,53,18.2,1002,2000
133,2017-09-26 17:00,27.3,,1.3,58,18.3,1002,2000
133,2017-09-26 18:00,25.9,,1,65,18.8,1002.2,1987
133,2017-09-26 19:00,25.1,,1.3,68,18.7,1002.3,1815
133,2017-09-26 20:00,24.6,,.9,70,18.7,1002.5,1764
133,2017-09-26 21:00,24.1,,.6,74,19.1,1002.5,1563
133,2017-09-26 22:00,23.7,,.7,75,18.9,1002.5,1485
133,2017-09-26 23:00,23.3,,.7,79,19.4,1002.1,1339
133,2017-09-27 00:00,23.1,,.9,78,19,1001.4,1255
133,2017-09-27 01:00,22.7,0,1.1,82,19.4,1000.8,1163
133,2017-09-27 02:00,22.5,.1,1,83,19.4,1000.8,1201
133,2017-09-27 03:00,21.2,.2,.7,92,19.8,1000.8,631
133,2017-09-27 04:00,19.2,1.2,2.7,96,18.5,1000,534
133,2017-09-27 05:00,17.9,2.7,1.8,96,17.2,1000.5,618
133,2017-09-27 06:00,17.3,7.4,.7,98,16.9,1000.4,266
133,2017-09-27 07:00,16.9,11.6,1.2,98,16.5,1000.3,284
133,2017-09-27 08:00,16.8,5.1,1.2,98,16.4,1000.3,721
133,2017-09-27 09:00,17,2,1.6,98,16.6,1000.2,581
133,2017-09-27 10:00,17.4,.6,1.2,98,17,1000,445
133,2017-09-27 11:00,18.1,.1,.5,98,17.7,999.6,589
133,2017-09-27 12:00,18.6,0,.9,97,18.1,998.6,417
133,2017-09-27 13:00,18.8,0,.9,97,18.3,998.3,899
133,2017-09-27 14:00,19.1,,1.7,96,18.4,997.9,908
133,2017-09-27 15:00,19.9,,1.1,91,18.3,997.6,1576
133,2017-09-27 16:00,21.2,,1.6,86,18.7,997.1,1746
133,2017-09-27 17:00,21.5,,1.4,84,18.6,997.3,1659
133,2017-09-27 18:00,21.2,,1.4,85,18.5,997.9,1715
133,2017-09-27 19:00,20.3,,.9,91,18.7,998.3,1154
133,2017-09-27 20:00,19.8,,.8,95,18.9,998.9,831
133,2017-09-27 21:00,19.6,,1.7,97,19.1,999.8,693
133,2017-09-27 22:00,19.7,,.4,97,19.2,999.6,619
133,2017-09-27 23:00,19.6,,0,97,19.1,999.8,576
133,2017-09-28 00:00,19.3,,0,98,18.9,999.8,476
133,2017-09-28 01:00,19.2,,0,98,18.8,1000.3,358
133,2017-09-28 02:00,19.2,,0,98,18.8,1000.4,403
133,2017-09-28 03:00,18.8,,.4,98,18.4,1000.5,628
133,2017-09-28 04:00,18.5,,1.3,94,17.5,1000.4,1870
133,2017-09-28 05:00,18.3,,.3,93,17.1,1000.7,1909
133,2017-09-28 06:00,18.2,,.5,95,17.3,1001.3,1569
133,2017-09-28 07:00,18.2,,.9,96,17.5,1002.2,1384
133,2017-09-28 08:00,19,,0,92,17.6,1002.7,1255
133,2017-09-28 09:00,20.7,,1.8,80,17.1,1002.9,2000
133,2017-09-28 10:00,22,,1.4,74,17.1,1002.9,2000
133,2017-09-28 11:00,22.7,,1.8,68,16.4,1002.8,2000
133,2017-09-28 12:00,23.7,,2.8,55,14.1,1002.5,2000
133,2017-09-28 13:00,24.3,,2.8,43,10.9,1001.8,2000
133,2017-09-28 14:00,24.7,,3,41,10.5,1001.5,2000
133,2017-09-28 15:00,24.4,,3.1,36,8.3,1001.8,2000
133,2017-09-28 16:00,24,,3.2,41,9.9,1001.9,2000
133,2017-09-28 17:00,22.5,,2.1,47,10.6,1002.3,2000
133,2017-09-28 18:00,21.2,,2.5,48,9.7,1002.9,2000
133,2017-09-28 19:00,19.8,,2.8,62,12.3,1003.3,2000
133,2017-09-28 20:00,18.7,,2.2,65,11.9,1004.5,2000
133,2017-09-28 21:00,18,,1.8,66,11.5,1005.5,2000
133,2017-09-28 22:00,17.6,,2.5,63,10.4,1006.1,2000
133,2017-09-28 23:00,16.4,,2.3,64,9.5,1006.5,2000
133,2017-09-29 00:00,15.8,,1.6,62,8.5,1006.6,2000
133,2017-09-29 01:00,15.1,,1.9,64,8.3,1007.2,2000
133,2017-09-29 02:00,14,,1.2,70,8.6,1007.7,2000
133,2017-09-29 03:00,13,,1.1,77,9,1008.1,2000
133,2017-09-29 04:00,12.3,,1.2,83,9.4,1008,2000
133,2017-09-29 05:00,11.5,,.5,88,9.5,1008.6,2000
133,2017-09-29 06:00,10.9,,1.3,90,9.3,1009.1,2000
133,2017-09-29 07:00,10.8,,.5,90,9.2,1009.8,2000
133,2017-09-29 08:00,12.7,,.7,84,10,1010.5,2000
133,2017-09-29 09:00,15.1,,.7,68,9.2,1010.9,2000
133,2017-09-29 10:00,17,,.6,53,7.3,1011.1,2000
133,2017-09-29 11:00,18,,.6,45,5.8,1011.1,2000
133,2017-09-29 12:00,19.5,,1,30,1.4,1010.8,2000
133,2017-09-29 13:00,20.3,,.6,34,3.9,1010.4,2000
133,2017-09-29 14:00,21,,1.4,29,2.2,1009.8,2000
133,2017-09-29 15:00,21.5,,1.3,37,6.1,1009.6,2000
133,2017-09-29 16:00,21.2,,2.7,38,6.3,1009.6,2000
133,2017-09-29 17:00,20.2,,1.1,42,6.8,1009.8,2000
133,2017-09-29 18:00,18.8,,1.2,44,6.2,1010.6,2000
133,2017-09-29 19:00,17.8,,1.6,52,7.8,1011.1,2000
133,2017-09-29 20:00,16.9,,1,55,7.7,1011.4,2000
133,2017-09-29 21:00,15.2,,.8,68,9.3,1012,2000
133,2017-09-29 22:00,14,,.1,72,9,1012.7,2000
133,2017-09-29 23:00,13.2,,1.1,79,9.6,1013,2000
133,2017-09-30 00:00,12.3,,1,82,9.3,1013,2000
133,2017-09-30 01:00,11.6,,1.2,87,9.5,1013.2,2000
133,2017-09-30 02:00,11.2,,1.2,89,9.4,1013.5,2000
133,2017-09-30 03:00,10.8,,.4,89,9,1013.6,2000
133,2017-09-30 04:00,10.4,,1,91,8.9,1014.2,2000
133,2017-09-30 05:00,10,,1.7,92,8.7,1014.7,2000
133,2017-09-30 06:00,9.8,,.9,92,8.5,1014.8,2000
133,2017-09-30 07:00,10.2,,.7,92,8.9,1015,2000
133,2017-09-30 08:00,12.4,,1.2,80,9,1015.7,2000
133,2017-09-30 09:00,14.6,,.7,70,9.1,1016.1,2000
133,2017-09-30 10:00,16.9,,.6,64,10,1016.4,2000
133,2017-09-30 11:00,19.9,,.7,58,11.3,1016,2000
133,2017-09-30 12:00,23,,1,62,15.3,1015.3,2000
133,2017-09-30 13:00,23.8,,1.2,53,13.6,1014.8,2000
133,2017-09-30 14:00,25,,1.1,51,14.1,1013.9,2000
133,2017-09-30 15:00,25.5,,1.1,45,12.6,1013.5,2000
133,2017-09-30 16:00,25.8,,1.3,44,12.6,1013.2,2000
133,2017-09-30 17:00,25.1,,1.6,47,12.9,1013.2,2000
133,2017-09-30 18:00,23.1,,.6,57,14.1,1013,2000
133,2017-09-30 19:00,20.9,,1.5,72,15.6,1013.1,2000
133,2017-09-30 20:00,19,,1,80,15.4,1013.6,1913
133,2017-09-30 21:00,18,,.9,84,15.2,1013.8,1589
133,2017-09-30 22:00,17.1,,1.4,88,15,1014,1329
133,2017-09-30 23:00,16.2,,.5,91,14.7,1014,1122
133,2017-10-01 00:00,15.5,,1,93,14.3,1014,870
133,2017-10-01 01:00,14.7,,.9,95,13.9,1014.1,758
133,2017-10-01 02:00,14.3,,1.2,95,13.5,1013.4,780
133,2017-10-01 03:00,13.9,,0,95,13.1,1012.7,741
133,2017-10-01 04:00,13.7,,1.2,94,12.7,1012.5,900
133,2017-10-01 05:00,13.7,,.2,95,12.9,1012,802
133,2017-10-01 06:00,13.6,,1.1,91,12.1,1011.8,1975
133,2017-10-01 07:00,13.6,,.3,94,12.6,1011.5,1300
133,2017-10-01 08:00,14.2,,.7,94,13.2,1011.8,1385
133,2017-10-01 09:00,15,,0,88,13,1011.6,2000
133,2017-10-01 10:00,15.9,,1.2,82,12.8,1011.6,2000
133,2017-10-01 11:00,16.5,0,.2,81,13.2,1011.2,2000
133,2017-10-01 12:00,17.1,0,.9,82,13.9,1011.6,2000
133,2017-10-01 13:00,17.9,0,.6,76,13.6,1010,2000
133,2017-10-01 14:00,18.2,0,2,81,14.8,1008.3,2000
133,2017-10-01 15:00,18,0,1,87,15.7,1008.1,1858
133,2017-10-01 16:00,17.5,.6,.6,91,16,1008.2,753
133,2017-10-01 17:00,16.2,1.3,1,92,14.8,1008.1,950
133,2017-10-01 18:00,15.9,.7,1.1,94,14.9,1007,403
133,2017-10-01 19:00,15.5,1.5,.4,96,14.8,1006.1,348
133,2017-10-01 20:00,15.4,5.9,.3,98,15,1005.5,248
133,2017-10-01 21:00,15.5,1.5,.7,98,15.1,1005.2,179
133,2017-10-01 22:00,15.7,.7,1,98,15.3,1005,352
133,2017-10-01 23:00,15.7,3.1,.7,98,15.3,1004,328
133,2017-10-02 00:00,15.9,1.2,1.1,98,15.5,1003.4,178
133,2017-10-02 01:00,16,.4,.8,98,15.6,1002.6,328
133,2017-10-02 02:00,16.2,.4,.8,98,15.8,1002,414
133,2017-10-02 03:00,16.3,.3,.8,98,15.9,1001.4,284
133,2017-10-02 04:00,16.5,.2,.7,98,16.1,1001.2,269
133,2017-10-02 05:00,16.4,.5,.9,98,16,1001.2,149
133,2017-10-02 06:00,16.4,.9,1,98,16,1001.3,280
133,2017-10-02 07:00,16.4,.3,1.1,98,16,1001.5,422
133,2017-10-02 08:00,16.8,0,1.1,98,16.4,1002,392
133,2017-10-02 09:00,17,0,1.3,98,16.6,1002.4,506
133,2017-10-02 10:00,17.5,,.3,98,17.1,1002.7,996
133,2017-10-02 11:00,18.6,,1.1,96,17.9,1002.5,1568
133,2017-10-02 12:00,20.3,,.8,91,18.7,1002,1987
133,2017-10-02 13:00,21.8,,1.3,84,18.9,1001.6,2000
133,2017-10-02 14:00,22.4,,.8,83,19.3,1001.7,2000
133,2017-10-02 15:00,22.2,,.1,88,20.1,1001.7,2000
133,2017-10-02 16:00,23.3,,.6,82,20,1001.5,2000
133,2017-10-02 17:00,22.9,,.4,83,19.8,1001.8,2000
133,2017-10-02 18:00,22.4,,.6,85,19.7,1002.3,2000
133,2017-10-02 19:00,21.7,,.9,90,19.9,1003.5,2000
133,2017-10-02 20:00,21,,.4,90,19.2,1004.2,2000
133,2017-10-02 21:00,20.1,,.1,93,18.9,1004.8,2000
133,2017-10-02 22:00,19.5,,.7,96,18.8,1005.5,1893
133,2017-10-02 23:00,18.8,,0,97,18.3,1005.7,749
133,2017-10-03 00:00,18.2,,.9,98,17.8,1005.6,283
133,2017-10-03 01:00,17.7,,.1,98,17.3,1006.1,415
133,2017-10-03 02:00,16.8,,.9,98,16.4,1006.5,403
133,2017-10-03 03:00,16.4,,.1,98,16,1006.7,402
133,2017-10-03 04:00,16.1,,.7,98,15.7,1007.1,404
133,2017-10-03 05:00,15.9,,.1,98,15.5,1007.5,386
133,2017-10-03 06:00,15.6,,.7,98,15.2,1008,338
133,2017-10-03 07:00,14.7,,1.3,98,14.3,1009,842
133,2017-10-03 08:00,15.4,,0,95,14.5,1009.9,1940
133,2017-10-03 09:00,16.9,,.4,72,11.8,1010.3,2000
133,2017-10-03 10:00,18.3,,1,61,10.6,1010.9,2000
133,2017-10-03 11:00,20.1,,1,60,12,1010.5,2000
133,2017-10-03 12:00,21,,1.6,60,12.9,1010.1,2000
133,2017-10-03 13:00,22.5,,.8,61,14.5,1009.2,2000
133,2017-10-03 14:00,22.3,,1.4,62,14.6,1008.7,2000
133,2017-10-03 15:00,22,,1.6,62,14.3,1008.8,2000
133,2017-10-03 16:00,21.3,,1.4,66,14.6,1009,2000
133,2017-10-03 17:00,20.2,,2.2,67,13.8,1009.4,2000
133,2017-10-03 18:00,19,,.7,71,13.6,1010.2,2000
133,2017-10-03 19:00,18,,.8,77,13.9,1010.9,2000
133,2017-10-03 20:00,17.7,,1,76,13.4,1011.7,1950
133,2017-10-03 21:00,17.2,,.8,80,13.7,1012,1937
133,2017-10-03 22:00,16.6,,.8,83,13.6,1012.5,1937
133,2017-10-03 23:00,15.9,,.7,87,13.7,1012.8,1950
133,2017-10-04 00:00,15.6,,.6,87,13.4,1013,1962
133,2017-10-04 01:00,15.1,,1.1,86,12.7,1013.4,1937
133,2017-10-04 02:00,14.1,,1.2,76,9.9,1013.6,2000
133,2017-10-04 03:00,13.4,,.8,74,8.8,1013.5,2000
133,2017-10-04 04:00,13,,1.2,76,8.8,1013.6,2000
133,2017-10-04 05:00,12.3,,1.3,73,7.5,1014.2,2000
133,2017-10-04 06:00,11.9,,.7,79,8.3,1014.9,2000
133,2017-10-04 07:00,12.2,,.6,81,9,1015.1,2000
133,2017-10-04 08:00,13.7,,.6,77,9.7,1015.7,2000
133,2017-10-04 09:00,15.8,,1.3,74,11.1,1016,2000
133,2017-10-04 10:00,17.7,,1.1,72,12.5,1015.8,2000
133,2017-10-04 11:00,20.2,,1,69,14.3,1015.6,2000
133,2017-10-04 12:00,20.7,,1.1,64,13.6,1014.8,2000
133,2017-10-04 13:00,21.5,,2.3,58,12.8,1014,2000
133,2017-10-04 14:00,22.8,,1.7,53,12.7,1013.6,2000
133,2017-10-04 15:00,22.8,,1.9,45,10.2,1013.2,2000
133,2017-10-04 16:00,22.1,,1.5,52,11.7,1013.2,2000
133,2017-10-04 17:00,21.3,,1.4,56,12.1,1013.5,2000
133,2017-10-04 18:00,20,,1.5,63,12.7,1013.8,2000
133,2017-10-04 19:00,19.4,,1.5,67,13.1,1014.3,2000
133,2017-10-04 20:00,18.9,,2.4,71,13.5,1014.8,2000
133,2017-10-04 21:00,18.3,,3.1,74,13.5,1015.4,2000
133,2017-10-04 22:00,17.6,,2.6,76,13.3,1015.9,2000
133,2017-10-04 23:00,17.1,,3.2,76,12.8,1016,2000
133,2017-10-05 00:00,16.7,,4.4,75,12.2,1016,2000
133,2017-10-05 01:00,16.5,,3.4,73,11.6,1016.1,2000
133,2017-10-05 02:00,16.1,,3.4,75,11.6,1016.4,2000
133,2017-10-05 03:00,16,,3.8,76,11.7,1016.2,2000
133,2017-10-05 04:00,15.6,,3,77,11.5,1016.1,2000
133,2017-10-05 05:00,15.6,,2.9,78,11.7,1016.2,2000
133,2017-10-05 06:00,15.7,,3.7,77,11.6,1016.2,2000
133,2017-10-05 07:00,15.5,,2.8,77,11.4,1016.4,2000
133,2017-10-05 08:00,16.7,,4.4,74,12,1016.5,2000
133,2017-10-05 09:00,18.3,,3.3,71,12.9,1016.4,2000
133,2017-10-05 10:00,20.2,,4.2,65,13.4,1016.4,2000
